sz,mean,median
3,0.7344862053247149,0.7343070224719102
4,0.7249596073709996,0.7250900378708185
5,0.6802740494256169,0.6807768229166667
6,0.6819378371100098,0.6817656363636364
7,0.6800730639918158,0.6796376160990713
8,0.6814202385351944,0.6808371157786886
9,0.6722931794833809,0.672385475609756
10,0.6410970456110958,0.6410083030119264
11,0.6405996753024926,0.6406546946169772
12,0.6406267019948794,0.6405454246411484
13,0.6411525460617821,0.640918612132353
14,0.6397928806422797,0.6397027976190476
15,0.6406602873665135,0.6407805
16,0.6414943877128428,0.641309065934066
17,0.6483579327986194,0.6389399787234042
18,0.6476011568516143,0.641312669245648
19,0.6389723772491795,0.6322085791925467
20,0.6226552002776399,0.6192791666666667
21,0.6219943604043524,0.6191220744680851
22,0.6189991264201761,0.6188063582251082
23,0.6267997677380999,0.6189139705882353
24,0.62713118025635,0.6190595561594203
25,0.6189143547059502,0.6188819444444444
26,0.619822325201713,0.6191621777476255
27,0.6191069592972402,0.618952564102564
28,0.6189979320902345,0.6188736527777777
29,0.6187204666215412,0.6186025376712329
30,0.6185167169261486,0.6184551232767762
31,0.6191578219094479,0.6189280952380952
32,0.6226802219807382,0.6189811969111969
33,0.6234533058452042,0.6186607432432433
34,0.6268491619647133,0.6202273820536539
35,0.6184489465929618,0.6183364583333333
36,0.6193814474169508,0.6195481707317072
37,0.6188385076137567,0.6187477947695035
38,0.6194684011194055,0.6194843465045593
39,0.6459062249362751,0.64579825
40,0.6533354846010633,0.6490179840799704
41,0.648927956861143,0.6477889423076922
42,0.6497122175124549,0.6477115612648221
43,0.6505047007534449,0.6482570776255708
44,0.6472651447797904,0.6472221904761906
45,0.648283383483754,0.6480763230519481
46,0.6509209393973652,0.6481017156862745
47,0.6480262564686944,0.6479274456521739
48,0.6476903672548392,0.6475493056397817
49,0.6492152238698445,0.6482648148148148
50,0.6517450186249312,0.6475401785714286
51,0.6608214116686288,0.6686329545454546
52,0.6492763386854493,0.649236614331723
53,0.6480520384209536,0.6477210964323034
54,0.64802743618796,0.647802
55,0.64986339446042,0.6479180272108842
56,0.6472121195586373,0.6471022242314648
57,0.6481092742958299,0.6480352836879434
58,0.6479985331049986,0.6476963849765258
59,0.6480859145962745,0.6479633908045976
60,0.6476414417777745,0.6476359848484848
61,0.6490036986781903,0.6488552659574468
62,0.6477542723669377,0.6476854216686675
63,0.6490597503424017,0.6487756034482759
64,0.6491278853524909,0.6487765
65,0.6564504378205654,0.6480744047619047
66,0.6566639949452729,0.649925
67,0.6481397888757326,0.6479330803571428
68,0.6473565187149094,0.6475381944444445
69,0.6481257284916215,0.647891883712399
70,0.6479167586371379,0.6477828125
71,0.6481406895714193,0.6481739864864865
72,0.6468035572131186,0.646585712242563
73,0.6516460508478983,0.6481653966131907
74,0.6483794277425858,0.6477845101351352
75,0.6478367507209015,0.6478154623477298
76,0.6482077824515369,0.6478863451589062
77,0.6460347717250817,0.6456016363636363
78,0.7523711803664378,0.7523233031674208
79,0.7665958822263804,0.76674875
80,0.7682492445628439,0.7679812372486156
81,0.7683755503591606,0.7682170351861992
82,0.7698039985085688,0.7668709564422783
83,0.7677158009829435,0.7671721798029556
84,0.7693841110332449,0.7692210272638753
85,0.7676109340084943,0.7672048295454545
86,0.7682173960740604,0.767021389128559
87,0.7682496807004491,0.7670174517374518
88,0.7679680051846957,0.7669708333333333
89,0.7697031642150317,0.7693421778763242
90,0.7669449020043526,0.7668606268825301
91,0.7677230462959346,0.7669541125541126
92,0.7668176757183722,0.7667099404761906
93,0.7684504010192544,0.7683376987179488
94,0.76709613159343,0.7667574648876404
95,0.767635362122382,0.7669365864939871
96,0.7686408345461919,0.7681523681515617
97,0.7687724709467122,0.7675466319444445
98,0.768398085275185,0.7683867032967033
99,0.7691511405661791,0.7691316156736447
100,0.7677179118819913,0.7671810080645162
101,0.767259041070433,0.7670493145743145
102,0.7689828272731511,0.767090579710145
103,0.768277191899379,0.7672264835164836
104,0.7689251438055645,0.7670360554245284
105,0.767122966320139,0.7667541666666667
106,0.7673174566756992,0.7671127873254565
107,0.7674422723150424,0.7670028846153846
108,0.7672088519030154,0.7669002777777778
109,0.7671376951576664,0.7670139761513157
110,0.7668859930588549,0.7667810832025118
111,0.7675612162603124,0.767314213483146
112,0.7671209215476208,0.766968482252142
113,0.7669062881902758,0.7668524258760108
114,0.7699189898888128,0.7695382457386364
115,0.7698259749599067,0.7694680147058824
116,0.7687591821720112,0.7672610488457678
117,0.7688987799608994,0.7686449287961584
118,0.7672416688306785,0.7670757399469279
119,0.7662506235195958,0.7659950735294118
120,0.7673950373255366,0.7670061459186459
121,0.7670408684807208,0.766856764996704
122,0.7676065287480323,0.7667164129319193
123,0.7692666614399453,0.7691812927927928
124,0.768897218364702,0.7677714366515838
125,0.7679850136535095,0.7668461302211302
126,0.7681671399319646,0.7671953174603174
127,0.769252854754646,0.766804540229885
128,0.7694008882158266,0.7692085803545481
