sz,mean,median
3,0.04475270515688544,0.04449678082191781
4,0.03440667190242297,0.03442967989397762
5,0.034341072554446087,0.03431994252873563
6,0.034522103006780464,0.0345064624281266
7,0.032720505900876475,0.03261739304506978
8,0.026293203811968726,0.026176015575296308
9,0.0266213245578529,0.026486007024555044
10,0.026254669942348745,0.02624469605617818
11,0.02616096235874551,0.026161548196803615
12,0.02628700828278443,0.026290161136536993
13,0.026554517502434552,0.026486566512931815
14,0.0266027533515429,0.026576509763351866
15,0.027022467255362524,0.027032531758063673
16,0.02558243155107563,0.025597706133735545
17,0.025351475770523955,0.025342892755392758
18,0.025541078364935618,0.025551495726495725
19,0.02565420951242925,0.025571835357624834
20,0.025698723282453075,0.025564040331807782
21,0.02552024002415933,0.025514722610722608
22,0.025470989958750273,0.025458830570014784
23,0.02561370862852667,0.025337689235238256
24,0.025267046572820345,0.025275985989955063
25,0.025471445875028777,0.02545703848123203
26,0.02529191981887459,0.025261244247205786
27,0.02506135616226924,0.025055817602393376
28,0.025677038569151493,0.0256914358974359
29,0.025510864321176427,0.025423513770180442
30,0.025441293847771856,0.025472729177140944
31,0.02423032244122502,0.02421338813975483
32,0.024075757174322594,0.02405719512195122
33,0.02421349241527288,0.02419623693379791
34,0.024614568228379843,0.02449479353374929
35,0.025131768471767083,0.02486311959087333
36,0.02435236129134119,0.024230149051490516
37,0.02419100694648596,0.024114272534822612
38,0.023971490903140814,0.02396165167195382
39,0.024192572375677422,0.02410791487326638
40,0.024426987426968323,0.02441447967479675
41,0.02414499903722728,0.02411786116322702
42,0.024338669522285177,0.024275619672296665
43,0.024195187205828157,0.024187132210607823
44,0.023972226563926023,0.023952073494209743
45,0.024500314433291707,0.02454564987857671
46,0.024476210907178265,0.02426294892274436
47,0.024296211502961466,0.024260253551519513
48,0.02453037439959989,0.02449806001283697
49,0.02424018848175451,0.024236579044117648
50,0.024281253402085777,0.024267205009887938
51,0.024484699482277515,0.024376813751075622
52,0.0243957839626521,0.02435081087345007
53,0.024239844420451122,0.024259180216802168
54,0.02427650960941624,0.024289670014347203
55,0.024273726883328742,0.02428377380952381
56,0.023936649206645982,0.023924071685428393
57,0.024404527652250388,0.024399527397713
58,0.024170558421515265,0.024229837398373984
59,0.024298780040073607,0.024239256053850862
60,0.024440276246333683,0.024466853128313894
61,0.02443683339799995,0.024428977932636462
62,0.02954580391022478,0.029576085972850677
63,0.034899617327602314,0.03488951680110697
64,0.03465216539908015,0.034655926539303245
65,0.03492815262600647,0.03482030339481423
66,0.03492818112995034,0.03492332728847507
67,0.034771856523693044,0.0347674179014185
68,0.034762667287808524,0.03473550879082254
69,0.03473514971699482,0.034660122502723045
70,0.0346104514200074,0.03452357607770985
71,0.03489803829284954,0.03480446615166442
72,0.03506370806548835,0.03510685472627568
73,0.03448450353879019,0.03449054631507775
74,0.034902424498030715,0.03488711241394228
75,0.03461020781071681,0.034605719364542674
76,0.03464027621920183,0.03467125391849529
77,0.034771172335389296,0.03472639799503233
78,0.034753133996806324,0.03470433244916003
79,0.03476500854227604,0.03467237931034483
80,0.03507215610537522,0.034950061576354684
81,0.034881867314911955,0.03488709758481084
82,0.03475370777441008,0.03471129328570387
83,0.03475997344396309,0.03476152817688378
84,0.03478811987010755,0.03480047726136932
85,0.03498960640918784,0.03481640973630831
86,0.03414729953732275,0.034126736453201974
87,0.035462621796467274,0.03514551870748299
88,0.03482416942919632,0.03479700738916257
89,0.03484422206242197,0.034864481495515985
90,0.03479324942094824,0.034732863476425055
91,0.034716818068757496,0.0346376724137931
92,0.034637075392846016,0.03461296404988995
93,0.034665170984047956,0.03465872844827586
94,0.03517595521514037,0.03516600197376059
95,0.03615943361565232,0.03626591814418495
96,0.03568367945370366,0.03590757860560492
97,0.03537092994558147,0.035531677018633544
98,0.03557730542663863,0.035694258866133866
99,0.03584698182680451,0.03599412798086267
100,0.03516879838047407,0.035151671630961924
101,0.034807680676259174,0.034775766283524905
102,0.034950261564831726,0.0349446044578531
103,0.03467778646859819,0.03464493901008679
104,0.03518926899075737,0.03518344258170454
105,0.035128454078854746,0.03510451152683295
106,0.034858996773806564,0.034806448412698414
107,0.03463104381873395,0.034589473684210524
108,0.034609789903196936,0.03457330198537095
109,0.03468749202782735,0.03467496300907631
110,0.034562706965528135,0.034573514980214805
111,0.03491723325767938,0.03487289213546614
112,0.034735645175787595,0.034716609602999916
113,0.03469627989517777,0.034715559743384125
114,0.03485549697555425,0.0348290858837533
115,0.03480063375885372,0.03478384763584117
116,0.03471214863510215,0.034733206313509915
117,0.03495040895114078,0.03492298576902025
118,0.03492132676371726,0.0347841687692739
119,0.03498378955111263,0.034955819817364044
120,0.0348991146857957,0.034921380245681866
121,0.0353161066617006,0.03534302551020408
122,0.03499481324785738,0.03493471264367815
123,0.03466932764784008,0.03463816224071872
124,0.03461023931040648,0.034593787893141346
125,0.06262585314507599,0.06264372985170857
126,0.06293142404913273,0.06284017908515535
127,0.06295003188993964,0.06290217830882351
128,0.06309990706568315,0.06304923221982758
